transaction_id,timestamp,payment_gateway,payment_mode,card_network,issuing_bank,amount,outcome,merchant_id,merchant_category,failure_reason,device_type,state
txn_00000134,2025-01-01 02:49:26,razorpay,card,amex,AXIS,676.99,1,m_0030,gaming,,desktop,UP
txn_00000162,2025-01-01 02:49:55,razorpay,upi,,HDFC,3333.73,0,m_0046,food,gateway_error,desktop,WB
txn_00000081,2025-01-01 02:54:57,cashfree,card,amex,BOB,3366.81,1,m_0030,gaming,,desktop,DL
txn_00000359,2025-01-01 02:55:26,payu,upi,,PNB,269.38,1,m_0041,gaming,,mobile_app,RJ
txn_00000390,2025-01-01 03:02:24,cashfree,upi,,BOB,2218.06,1,m_0016,travel,,desktop,UP
txn_00000142,2025-01-01 03:06:43,razorpay,upi,,SBI,1025.96,1,m_0017,ecomm,,desktop,RJ
txn_00000115,2025-01-01 03:08:24,cashfree,card,visa,ICICI,1262.7,1,m_0017,food,,mobile_app,UP
txn_00000199,2025-01-01 03:09:50,cashfree,upi,,ICICI,3256.62,1,m_0043,utilities,,mobile_web,GJ
txn_00000089,2025-01-01 03:12:14,cashfree,upi,,IDBI,10788.65,1,m_0001,food,,mobile_app,RJ
txn_00000145,2025-01-01 03:13:12,razorpay,upi,,SBI,6524.45,1,m_0029,travel,,mobile_web,KA
txn_00000092,2025-01-01 03:18:43,payu,netbanking,,HDFC,294.7,1,m_0020,travel,,mobile_app,WB
txn_00000009,2025-01-01 03:19:26,payu,upi,,AXIS,2715.64,1,m_0006,ecomm,,mobile_app,TN
txn_00000039,2025-01-01 03:24:14,cashfree,card,visa,BOB,5356.19,1,m_0041,ecomm,,mobile_app,RJ
txn_00000262,2025-01-01 03:25:55,cashfree,card,mastercard,ICICI,2396.72,0,m_0008,travel,declined,desktop,KA
txn_00000018,2025-01-01 03:38:52,payu,upi,,BOB,3122.82,1,m_0039,utilities,,mobile_web,TN
txn_00000439,2025-01-01 03:48:14,razorpay,netbanking,,SBI,1593.27,0,m_0035,food,declined,mobile_web,TN
txn_00000023,2025-01-01 03:49:40,payu,card,rupay,KOTAK,616.16,1,m_0011,ecomm,,mobile_web,RJ
txn_00000135,2025-01-01 03:51:36,razorpay,upi,,SBI,5676.88,1,m_0031,gaming,,mobile_app,GJ
txn_00000302,2025-01-01 03:52:19,cashfree,card,visa,PNB,3560.97,0,m_0002,gaming,timeout,mobile_web,TN
txn_00000164,2025-01-01 03:54:14,cashfree,card,amex,KOTAK,1192.29,1,m_0026,ecomm,,mobile_app,TN
txn_00000053,2025-01-01 03:54:28,razorpay,upi,,KOTAK,733.12,1,m_0026,gaming,,mobile_app,UP
txn_00000192,2025-01-01 03:54:43,payu,upi,,HDFC,774.81,1,m_0007,utilities,,mobile_web,MH
txn_00000305,2025-01-01 03:58:48,payu,netbanking,,IDBI,3165.71,0,m_0045,travel,declined,mobile_app,WB
txn_00000111,2025-01-01 03:59:45,razorpay,netbanking,,PNB,8603.0,1,m_0017,ecomm,,desktop,MH
txn_00000223,2025-01-01 04:01:40,cashfree,upi,,KOTAK,4229.78,1,m_0047,ecomm,,mobile_app,WB
txn_00000168,2025-01-01 04:02:52,cashfree,upi,,BOB,933.0,1,m_0021,utilities,,mobile_app,WB
txn_00000196,2025-01-01 04:03:21,cashfree,card,visa,KOTAK,881.43,1,m_0022,food,,mobile_web,DL
txn_00000252,2025-01-01 04:04:19,razorpay,upi,,ICICI,2892.45,1,m_0022,utilities,,desktop,TN
txn_00000394,2025-01-01 04:11:02,cashfree,upi,,SBI,4359.29,1,m_0049,travel,,desktop,WB
txn_00000062,2025-01-01 04:13:55,razorpay,card,visa,KOTAK,3237.4,1,m_0017,utilities,,mobile_web,MH
txn_00000146,2025-01-01 04:15:21,razorpay,upi,,ICICI,3965.13,1,m_0005,travel,,desktop,KA
txn_00000147,2025-01-01 04:17:31,razorpay,upi,,ICICI,2511.16,1,m_0025,utilities,,mobile_web,WB
txn_00000093,2025-01-01 04:20:52,cashfree,upi,,ICICI,312.57,1,m_0001,food,,desktop,GJ
txn_00000288,2025-01-01 04:22:04,cashfree,card,visa,ICICI,43.83,1,m_0023,travel,,mobile_web,GJ
txn_00000177,2025-01-01 04:22:19,payu,card,mastercard,HDFC,732.2,1,m_0008,utilities,,desktop,DL
txn_00000344,2025-01-01 04:23:02,payu,card,rupay,IDBI,8440.44,1,m_0018,gaming,,mobile_web,TN
txn_00000096,2025-01-01 04:27:21,payu,card,mastercard,IDBI,974.05,1,m_0018,gaming,,mobile_web,KA
txn_00000125,2025-01-01 04:30:00,razorpay,card,amex,PNB,10718.06,1,m_0022,travel,,mobile_web,UP
txn_00000098,2025-01-01 04:31:40,razorpay,card,mastercard,SBI,2194.56,1,m_0008,travel,,mobile_web,DL
txn_00000071,2025-01-01 04:33:21,razorpay,card,visa,KOTAK,4853.37,1,m_0004,utilities,,mobile_app,WB
txn_00000322,2025-01-01 04:35:31,payu,upi,,SBI,3221.46,1,m_0040,travel,,desktop,GJ
txn_00000129,2025-01-01 04:38:38,cashfree,upi,,IDBI,971.81,1,m_0026,ecomm,,mobile_app,UP
txn_00000046,2025-01-01 04:39:21,cashfree,netbanking,,KOTAK,1248.47,1,m_0030,gaming,,mobile_web,WB
txn_00000130,2025-01-01 04:40:48,cashfree,card,mastercard,AXIS,663.88,1,m_0041,gaming,,desktop,GJ
txn_00000190,2025-01-01 04:50:24,cashfree,card,amex,AXIS,4219.23,1,m_0038,ecomm,,mobile_app,RJ
txn_00000136,2025-01-01 04:53:45,cashfree,upi,,ICICI,10096.61,0,m_0004,ecomm,declined,mobile_web,MH
txn_00000275,2025-01-01 04:54:00,payu,card,visa,ICICI,3302.33,1,m_0008,gaming,,desktop,RJ
txn_00000276,2025-01-01 04:56:09,razorpay,upi,,PNB,2302.35,1,m_0037,food,,mobile_app,RJ
txn_00000000,2025-01-01 05:00:00,razorpay,upi,,SBI,7525.3,1,m_0019,gaming,,mobile_app,TN
txn_00000084,2025-01-01 05:01:26,cashfree,upi,,AXIS,7492.43,1,m_0005,food,,desktop,GJ
txn_00000226,2025-01-01 05:08:09,cashfree,netbanking,,ICICI,2662.28,1,m_0015,food,,desktop,GJ
txn_00000116,2025-01-01 05:10:33,cashfree,netbanking,,BOB,397.7,1,m_0024,travel,,mobile_app,TN
txn_00000283,2025-01-01 05:11:16,payu,upi,,IDBI,2325.58,1,m_0012,gaming,,desktop,WB
txn_00000090,2025-01-01 05:14:24,cashfree,netbanking,,IDBI,675.21,1,m_0031,travel,,mobile_app,MH
txn_00000035,2025-01-01 05:15:36,razorpay,upi,,HDFC,1794.08,1,m_0032,ecomm,,mobile_app,GJ
txn_00000036,2025-01-01 05:17:45,payu,upi,,SBI,7055.43,1,m_0011,travel,,mobile_web,WB
txn_00000148,2025-01-01 05:19:40,razorpay,netbanking,,KOTAK,1245.78,1,m_0038,travel,,mobile_web,UP
txn_00000123,2025-01-01 05:25:40,razorpay,upi,,PNB,969.98,1,m_0047,ecomm,,mobile_web,WB
txn_00000235,2025-01-01 05:27:36,payu,card,visa,BOB,3532.99,1,m_0002,gaming,,desktop,UP
txn_00000124,2025-01-01 05:27:50,cashfree,card,amex,AXIS,213.24,1,m_0049,gaming,,mobile_app,WB
txn_00000014,2025-01-01 05:30:14,payu,upi,,AXIS,1255.83,1,m_0005,gaming,,mobile_app,TN
txn_00000154,2025-01-01 05:32:38,razorpay,card,visa,IDBI,3593.53,1,m_0031,utilities,,desktop,GJ
txn_00000043,2025-01-01 05:32:52,payu,upi,,HDFC,45.6,1,m_0048,food,,mobile_app,KA
txn_00000044,2025-01-01 05:35:02,razorpay,card,amex,AXIS,2621.93,1,m_0012,utilities,,mobile_web,TN
txn_00000213,2025-01-01 05:40:04,razorpay,card,mastercard,IDBI,5172.29,0,m_0010,food,timeout,mobile_app,GJ
txn_00000380,2025-01-01 05:40:48,cashfree,card,mastercard,BOB,2231.12,1,m_0029,gaming,,mobile_app,UP
txn_00000049,2025-01-01 05:45:50,payu,upi,,HDFC,5374.53,1,m_0037,ecomm,,mobile_app,KA
txn_00000022,2025-01-01 05:47:31,payu,netbanking,,KOTAK,2283.65,1,m_0006,ecomm,,desktop,KA
txn_00000024,2025-01-01 05:51:50,cashfree,upi,,ICICI,325.52,1,m_0027,ecomm,,desktop,UP
txn_00000219,2025-01-01 05:53:02,razorpay,upi,,PNB,7150.02,1,m_0045,travel,,mobile_web,MH
txn_00000032,2025-01-01 06:09:07,cashfree,upi,,KOTAK,1153.72,1,m_0034,gaming,,mobile_web,WB
txn_00000034,2025-01-01 06:13:26,payu,upi,,AXIS,1774.2,1,m_0036,travel,,mobile_app,KA
txn_00000423,2025-01-01 06:13:40,payu,card,amex,HDFC,8343.91,1,m_0010,food,,mobile_app,TN
txn_00000173,2025-01-01 06:13:40,cashfree,card,mastercard,IDBI,1509.59,1,m_0028,travel,,desktop,RJ
txn_00000201,2025-01-01 06:14:09,razorpay,netbanking,,PNB,1476.5,1,m_0016,utilities,,mobile_app,UP
txn_00000174,2025-01-01 06:15:50,cashfree,card,visa,AXIS,1717.97,1,m_0039,gaming,,desktop,WB
txn_00000063,2025-01-01 06:16:04,cashfree,upi,,HDFC,1420.79,1,m_0026,travel,,desktop,UP
txn_00000064,2025-01-01 06:18:14,payu,upi,,ICICI,8218.45,1,m_0001,utilities,,desktop,RJ
txn_00000205,2025-01-01 06:22:48,payu,card,amex,SBI,6177.16,1,m_0007,gaming,,desktop,RJ
txn_00000040,2025-01-01 06:26:24,razorpay,upi,,PNB,3236.16,1,m_0008,travel,,mobile_app,TN
txn_00000097,2025-01-01 06:29:31,razorpay,upi,,KOTAK,610.95,1,m_0001,gaming,,mobile_web,GJ
txn_00000209,2025-01-01 06:31:26,cashfree,upi,,ICICI,946.9,1,m_0029,ecomm,,mobile_web,RJ
txn_00000294,2025-01-01 06:35:02,razorpay,netbanking,,KOTAK,2924.14,1,m_0048,travel,,desktop,RJ
txn_00000073,2025-01-01 06:37:40,razorpay,card,mastercard,AXIS,1532.39,1,m_0037,utilities,,mobile_web,UP
txn_00000351,2025-01-01 06:38:09,payu,card,amex,BOB,3926.67,1,m_0035,travel,,mobile_app,GJ
txn_00000101,2025-01-01 06:38:09,payu,upi,,BOB,357.32,1,m_0006,ecomm,,desktop,RJ
txn_00000268,2025-01-01 06:38:52,cashfree,card,visa,BOB,2026.25,0,m_0041,utilities,declined,mobile_web,WB
txn_00000241,2025-01-01 06:40:33,cashfree,upi,,PNB,4783.37,0,m_0047,ecomm,declined,mobile_app,RJ
txn_00000075,2025-01-01 06:42:00,razorpay,upi,,HDFC,45.97,1,m_0035,gaming,,mobile_app,UP
txn_00000354,2025-01-01 06:44:38,payu,card,amex,BOB,368.67,1,m_0045,travel,,mobile_app,GJ
txn_00000327,2025-01-01 06:46:19,payu,upi,,ICICI,1127.25,0,m_0023,utilities,timeout,desktop,GJ
txn_00000106,2025-01-01 06:48:57,payu,upi,,BOB,195.87,1,m_0003,food,,desktop,MH
txn_00000051,2025-01-01 06:50:09,payu,upi,,AXIS,1660.33,1,m_0042,food,,mobile_app,KA
txn_00000274,2025-01-01 06:51:50,razorpay,card,mastercard,PNB,12112.8,1,m_0018,gaming,,mobile_web,RJ
txn_00000163,2025-01-01 06:52:04,razorpay,upi,,IDBI,4542.55,1,m_0040,travel,,mobile_web,DL
txn_00000080,2025-01-01 06:52:48,payu,upi,,SBI,3744.89,1,m_0049,gaming,,desktop,UP
txn_00000331,2025-01-01 06:54:57,payu,upi,,PNB,319.1,0,m_0005,food,gateway_error,mobile_web,DL
txn_00000220,2025-01-01 06:55:12,payu,upi,,ICICI,120.21,0,m_0006,utilities,timeout,desktop,KA
txn_00000194,2025-01-01 06:59:02,payu,upi,,AXIS,454.65,1,m_0026,travel,,desktop,UP
txn_00000250,2025-01-01 07:00:00,razorpay,card,rupay,HDFC,45.06,0,m_0003,travel,declined,mobile_web,UP
txn_00000167,2025-01-01 07:00:43,cashfree,netbanking,,ICICI,713.3,1,m_0006,gaming,,desktop,UP
txn_00000085,2025-01-01 07:03:36,cashfree,upi,,IDBI,996.22,1,m_0036,utilities,,desktop,TN
txn_00000114,2025-01-01 07:06:14,cashfree,card,rupay,AXIS,2023.17,1,m_0033,gaming,,mobile_app,KA
txn_00000087,2025-01-01 07:07:55,razorpay,card,rupay,SBI,2407.26,1,m_0007,travel,,mobile_app,DL
txn_00000061,2025-01-01 07:11:45,payu,netbanking,,AXIS,540.36,1,m_0035,gaming,,desktop,WB
txn_00000228,2025-01-01 07:12:28,razorpay,upi,,BOB,621.74,1,m_0040,ecomm,,desktop,TN
txn_00000008,2025-01-01 07:17:16,razorpay,upi,,BOB,2874.21,1,m_0017,food,,mobile_web,GJ
txn_00000536,2025-01-01 07:17:45,payu,upi,,KOTAK,7854.78,1,m_0018,food,,mobile_app,GJ
txn_00000259,2025-01-01 07:19:26,razorpay,upi,,PNB,204.59,1,m_0002,gaming,,mobile_app,KA
txn_00000315,2025-01-01 07:20:24,razorpay,upi,,BOB,675.82,1,m_0024,utilities,,mobile_web,WB
txn_00000151,2025-01-01 07:26:09,razorpay,netbanking,,KOTAK,2470.19,1,m_0015,ecomm,,mobile_app,DL
txn_00000013,2025-01-01 07:28:04,razorpay,upi,,AXIS,4051.21,1,m_0007,utilities,,mobile_web,UP
txn_00000127,2025-01-01 07:34:19,payu,card,mastercard,HDFC,4651.82,1,m_0045,ecomm,,mobile_app,RJ
txn_00000045,2025-01-01 07:37:12,razorpay,card,mastercard,BOB,2528.79,1,m_0030,utilities,,mobile_app,RJ
txn_00000546,2025-01-01 07:39:21,cashfree,card,rupay,PNB,8276.06,1,m_0028,food,,desktop,DL
txn_00000158,2025-01-01 07:41:16,cashfree,upi,,PNB,501.0,1,m_0047,gaming,,mobile_web,KA
txn_00000047,2025-01-01 07:41:31,razorpay,card,rupay,ICICI,2763.52,1,m_0048,travel,,mobile_app,MH
txn_00000187,2025-01-01 07:43:55,payu,card,rupay,IDBI,1795.95,1,m_0002,utilities,,mobile_web,MH
txn_00000326,2025-01-01 07:44:09,razorpay,card,visa,IDBI,1903.34,1,m_0023,travel,,mobile_app,WB
txn_00000243,2025-01-01 07:44:52,cashfree,netbanking,,BOB,1162.38,1,m_0011,utilities,,mobile_web,DL
txn_00000160,2025-01-01 07:45:36,cashfree,card,visa,HDFC,2363.36,1,m_0037,gaming,,mobile_web,GJ
txn_00000189,2025-01-01 07:48:14,payu,upi,,BOB,794.69,1,m_0018,gaming,,mobile_web,UP
txn_00000191,2025-01-01 07:52:33,payu,netbanking,,PNB,578.01,1,m_0021,gaming,,desktop,UP
txn_00000247,2025-01-01 07:53:31,cashfree,upi,,BOB,599.15,1,m_0025,travel,,desktop,KA
txn_00000333,2025-01-01 07:59:16,cashfree,upi,,BOB,3519.0,1,m_0016,food,,mobile_app,DL
txn_00000222,2025-01-01 07:59:31,payu,netbanking,,IDBI,13200.12,1,m_0017,travel,,desktop,MH
txn_00000278,2025-01-01 08:00:28,cashfree,card,amex,AXIS,2165.27,1,m_0025,travel,,mobile_app,DL
txn_00000140,2025-01-01 08:02:24,cashfree,card,visa,KOTAK,694.03,1,m_0037,ecomm,,mobile_web,WB
txn_00000057,2025-01-01 08:03:07,razorpay,netbanking,,KOTAK,70.01,1,m_0032,utilities,,desktop,UP
txn_00000335,2025-01-01 08:03:36,payu,netbanking,,ICICI,2017.48,1,m_0023,food,,mobile_app,DL
txn_00000170,2025-01-01 08:07:12,cashfree,upi,,SBI,223.03,1,m_0013,utilities,,mobile_web,UP
txn_00000171,2025-01-01 08:09:21,cashfree,upi,,HDFC,1391.25,1,m_0032,gaming,,desktop,WB
txn_00000144,2025-01-01 08:11:02,payu,upi,,KOTAK,6631.39,0,m_0012,utilities,gateway_error,desktop,MH
txn_00000311,2025-01-01 08:11:45,cashfree,upi,,IDBI,874.88,1,m_0042,gaming,,mobile_app,WB
txn_00000342,2025-01-01 08:18:43,razorpay,upi,,HDFC,1745.73,1,m_0008,ecomm,,mobile_app,UP
txn_00000065,2025-01-01 08:20:24,razorpay,upi,,HDFC,685.39,1,m_0025,ecomm,,desktop,DL
txn_00000121,2025-01-01 08:21:21,razorpay,netbanking,,BOB,1058.12,1,m_0022,food,,desktop,UP
txn_00000290,2025-01-01 08:26:24,cashfree,upi,,AXIS,7026.03,1,m_0008,ecomm,,mobile_web,TN
txn_00000207,2025-01-01 08:27:07,razorpay,card,visa,IDBI,2585.9,1,m_0024,travel,,desktop,DL
txn_00000374,2025-01-01 08:27:50,payu,upi,,IDBI,5449.26,1,m_0039,utilities,,mobile_web,DL
txn_00000320,2025-01-01 08:31:12,cashfree,netbanking,,PNB,366.73,1,m_0039,utilities,,desktop,MH
txn_00000188,2025-01-01 08:46:04,cashfree,card,mastercard,IDBI,745.64,0,m_0029,ecomm,bank_error,mobile_web,UP
txn_00000216,2025-01-01 08:46:33,payu,upi,,ICICI,45.09,1,m_0024,ecomm,,mobile_web,DL
txn_00000079,2025-01-01 08:50:38,cashfree,card,visa,PNB,2144.61,1,m_0036,gaming,,desktop,GJ
txn_00000221,2025-01-01 08:57:21,cashfree,netbanking,,IDBI,2484.13,1,m_0009,gaming,,desktop,KA
txn_00000083,2025-01-01 08:59:16,payu,upi,,BOB,7957.66,1,m_0009,ecomm,,mobile_web,UP
txn_00000195,2025-01-01 09:01:12,payu,upi,,ICICI,4536.22,1,m_0036,ecomm,,desktop,MH
txn_00000584,2025-01-01 09:01:26,payu,upi,,AXIS,7066.43,1,m_0040,food,,mobile_app,MH
txn_00000112,2025-01-01 09:01:55,razorpay,upi,,HDFC,73.01,1,m_0039,travel,,mobile_app,DL
txn_00000001,2025-01-01 09:02:09,payu,upi,,ICICI,1536.99,1,m_0040,ecomm,,desktop,KA
txn_00000224,2025-01-01 09:03:50,cashfree,upi,,BOB,5632.62,1,m_0028,ecomm,,mobile_web,WB
txn_00000253,2025-01-01 09:06:28,razorpay,card,amex,PNB,783.33,1,m_0011,ecomm,,mobile_web,MH
txn_00000309,2025-01-01 09:07:26,cashfree,upi,,KOTAK,3161.39,1,m_0013,ecomm,,desktop,GJ
txn_00000088,2025-01-01 09:10:04,razorpay,upi,,HDFC,629.42,1,m_0029,travel,,mobile_web,KA
txn_00000255,2025-01-01 09:10:48,payu,card,amex,BOB,862.09,1,m_0033,gaming,,mobile_app,RJ
txn_00000117,2025-01-01 09:12:43,payu,upi,,SBI,2424.27,1,m_0043,gaming,,desktop,KA
txn_00000091,2025-01-01 09:16:33,cashfree,card,mastercard,SBI,1186.99,1,m_0010,travel,,desktop,WB
txn_00000175,2025-01-01 09:18:00,cashfree,card,mastercard,BOB,794.67,1,m_0034,utilities,,mobile_app,DL
txn_00000204,2025-01-01 09:20:38,razorpay,upi,,IDBI,2771.03,0,m_0026,food,gateway_error,desktop,TN
