transaction_id,timestamp,payment_gateway,payment_mode,card_network,issuing_bank,amount,outcome,merchant_id,merchant_category,failure_reason,device_type,state
txn_00000039,2025-01-01 07:36:57,cashfree,card,visa,BOB,5356.19,1,m_0041,ecomm,,mobile_app,RJ
txn_00000138,2025-01-01 07:52:19,razorpay,card,visa,IDBI,6625.96,1,m_0044,food,,mobile_web,WB
txn_00000104,2025-01-01 07:58:33,razorpay,netbanking,,IDBI,407.52,0,m_0027,utilities,gateway_error,desktop,RJ
txn_00000118,2025-01-01 07:59:31,cashfree,card,amex,HDFC,1044.72,1,m_0011,gaming,,mobile_app,GJ
txn_00000077,2025-01-01 08:05:16,cashfree,card,visa,PNB,2951.38,1,m_0011,utilities,,desktop,TN
txn_00000008,2025-01-01 08:09:07,razorpay,upi,,BOB,2874.21,1,m_0017,food,,mobile_web,GJ
txn_00000022,2025-01-01 08:10:04,payu,netbanking,,KOTAK,2283.65,1,m_0006,ecomm,,desktop,KA
txn_00000024,2025-01-01 08:27:21,cashfree,upi,,ICICI,325.52,1,m_0027,ecomm,,desktop,UP
txn_00000013,2025-01-01 08:52:19,razorpay,upi,,AXIS,4051.21,1,m_0007,utilities,,mobile_web,UP
txn_00000035,2025-01-01 09:02:24,razorpay,upi,,HDFC,1794.08,1,m_0032,ecomm,,mobile_app,GJ
txn_00000070,2025-01-01 09:04:48,payu,upi,,ICICI,2391.81,1,m_0019,gaming,,mobile_web,TN
txn_00000001,2025-01-01 09:08:38,payu,upi,,ICICI,1536.99,1,m_0040,ecomm,,desktop,KA
txn_00000036,2025-01-01 09:11:02,payu,upi,,SBI,7055.43,1,m_0011,travel,,mobile_web,WB
txn_00000078,2025-01-01 09:13:55,razorpay,netbanking,,KOTAK,3320.73,1,m_0009,utilities,,mobile_app,TN
txn_00000032,2025-01-01 09:36:28,cashfree,upi,,KOTAK,1153.72,1,m_0034,gaming,,mobile_web,WB
txn_00000046,2025-01-01 09:37:26,cashfree,netbanking,,KOTAK,1248.47,1,m_0030,gaming,,mobile_web,WB
txn_00000053,2025-01-01 09:37:55,razorpay,upi,,KOTAK,733.12,1,m_0026,gaming,,mobile_app,UP
txn_00000102,2025-01-01 09:41:16,razorpay,netbanking,,IDBI,3234.01,0,m_0045,gaming,gateway_error,mobile_web,RJ
txn_00000068,2025-01-01 09:47:31,cashfree,upi,,SBI,117.74,1,m_0048,food,,mobile_web,DL
txn_00000131,2025-01-01 09:51:50,payu,card,rupay,IDBI,227.33,1,m_0034,utilities,,desktop,GJ
txn_00000034,2025-01-01 09:53:45,payu,upi,,AXIS,1774.2,1,m_0036,travel,,mobile_app,KA
txn_00000132,2025-01-01 10:00:28,payu,card,amex,PNB,2207.96,1,m_0026,gaming,,mobile_web,UP
txn_00000043,2025-01-01 10:11:31,payu,upi,,HDFC,45.6,1,m_0048,food,,mobile_app,KA
txn_00000044,2025-01-01 10:20:09,razorpay,card,amex,AXIS,2621.93,1,m_0012,utilities,,mobile_web,TN
txn_00000040,2025-01-01 10:45:36,razorpay,upi,,PNB,3236.16,1,m_0008,travel,,mobile_app,TN
txn_00000082,2025-01-01 10:48:28,cashfree,netbanking,,AXIS,1759.27,0,m_0049,utilities,declined,desktop,UP
txn_00000062,2025-01-01 10:55:40,razorpay,card,visa,KOTAK,3237.4,1,m_0017,utilities,,mobile_web,MH
txn_00000049,2025-01-01 11:03:21,payu,upi,,HDFC,5374.53,1,m_0037,ecomm,,mobile_app,KA
txn_00000122,2025-01-01 11:34:04,cashfree,upi,,IDBI,321.39,1,m_0014,utilities,,desktop,UP
txn_00000081,2025-01-01 11:39:50,cashfree,card,amex,BOB,3366.81,1,m_0030,gaming,,desktop,DL
txn_00000019,2025-01-01 11:44:09,payu,upi,,ICICI,3100.41,1,m_0013,utilities,,mobile_app,MH
txn_00000071,2025-01-01 12:13:26,razorpay,card,visa,KOTAK,4853.37,1,m_0004,utilities,,mobile_app,WB
txn_00000051,2025-01-01 12:20:38,payu,upi,,AXIS,1660.33,1,m_0042,food,,mobile_app,KA
txn_00000045,2025-01-01 12:28:48,razorpay,card,mastercard,BOB,2528.79,1,m_0030,utilities,,mobile_app,RJ
txn_00000094,2025-01-01 12:32:09,payu,card,amex,IDBI,677.9,1,m_0033,food,,mobile_web,DL
txn_00000047,2025-01-01 12:46:04,razorpay,card,rupay,ICICI,2763.52,1,m_0048,travel,,mobile_app,MH
txn_00000089,2025-01-01 12:48:57,cashfree,upi,,IDBI,10788.65,1,m_0001,food,,mobile_app,RJ
txn_00000063,2025-01-01 13:04:19,cashfree,upi,,HDFC,1420.79,1,m_0026,travel,,desktop,UP
txn_00000064,2025-01-01 13:12:57,payu,upi,,ICICI,8218.45,1,m_0001,utilities,,desktop,RJ
txn_00000092,2025-01-01 13:14:52,payu,netbanking,,HDFC,294.7,1,m_0020,travel,,mobile_app,WB
txn_00000108,2025-01-01 13:33:07,cashfree,upi,,KOTAK,689.66,1,m_0004,gaming,,mobile_app,WB
txn_00000109,2025-01-01 13:41:45,cashfree,upi,,PNB,2784.57,1,m_0028,utilities,,mobile_web,RJ
txn_00000061,2025-01-01 13:47:02,payu,netbanking,,AXIS,540.36,1,m_0035,gaming,,desktop,WB
txn_00000041,2025-01-01 13:54:14,razorpay,card,amex,IDBI,2764.0,1,m_0048,travel,,mobile_web,WB
txn_00000084,2025-01-01 14:05:45,cashfree,upi,,AXIS,7492.43,1,m_0005,food,,desktop,GJ
txn_00000057,2025-01-01 14:12:28,razorpay,netbanking,,KOTAK,70.01,1,m_0032,utilities,,desktop,UP
txn_00000120,2025-01-01 14:16:48,payu,netbanking,,PNB,1605.95,1,m_0019,utilities,,desktop,DL
txn_00000093,2025-01-01 14:23:31,cashfree,upi,,ICICI,312.57,1,m_0001,food,,desktop,GJ
txn_00000073,2025-01-01 14:30:43,razorpay,card,mastercard,AXIS,1532.39,1,m_0037,utilities,,mobile_web,UP
txn_00000026,2025-01-01 14:44:38,razorpay,upi,,AXIS,1909.4,1,m_0024,gaming,,mobile_app,MH
txn_00000075,2025-01-01 14:48:00,razorpay,upi,,HDFC,45.97,1,m_0035,gaming,,mobile_app,UP
txn_00000096,2025-01-01 14:49:26,payu,card,mastercard,IDBI,974.05,1,m_0018,gaming,,mobile_web,KA
txn_00000090,2025-01-01 14:57:36,cashfree,netbanking,,IDBI,675.21,1,m_0031,travel,,mobile_app,MH
txn_00000098,2025-01-01 15:06:43,razorpay,card,mastercard,SBI,2194.56,1,m_0008,travel,,mobile_web,DL
txn_00000065,2025-01-01 15:21:36,razorpay,upi,,HDFC,685.39,1,m_0025,ecomm,,desktop,DL
txn_00000128,2025-01-01 15:25:55,payu,netbanking,,IDBI,1092.96,1,m_0028,travel,,desktop,WB
txn_00000080,2025-01-01 15:31:12,payu,upi,,SBI,3744.89,1,m_0049,gaming,,desktop,UP
txn_00000115,2025-01-01 15:33:36,cashfree,card,visa,ICICI,1262.7,1,m_0017,food,,mobile_app,UP
txn_00000055,2025-01-01 15:55:12,cashfree,netbanking,,HDFC,5044.88,0,m_0007,food,timeout,mobile_app,TN
txn_00000111,2025-01-01 15:59:02,razorpay,netbanking,,PNB,8603.0,1,m_0017,ecomm,,desktop,MH
txn_00000056,2025-01-01 16:03:50,razorpay,card,rupay,KOTAK,4002.37,1,m_0012,ecomm,,mobile_app,GJ
txn_00000085,2025-01-01 16:14:24,cashfree,upi,,IDBI,996.22,1,m_0036,utilities,,desktop,TN
txn_00000087,2025-01-01 16:31:40,razorpay,card,rupay,SBI,2407.26,1,m_0007,travel,,mobile_app,DL
txn_00000067,2025-01-01 16:38:52,cashfree,card,visa,KOTAK,431.86,1,m_0029,gaming,,mobile_app,TN
txn_00000137,2025-01-01 16:43:40,payu,upi,,HDFC,9228.92,1,m_0038,gaming,,desktop,DL
txn_00000097,2025-01-01 16:58:04,razorpay,upi,,KOTAK,610.95,1,m_0001,gaming,,mobile_web,GJ
txn_00000042,2025-01-01 17:02:52,razorpay,upi,,AXIS,2722.91,1,m_0041,utilities,,desktop,KA
txn_00000134,2025-01-01 17:17:45,razorpay,card,amex,AXIS,676.99,1,m_0030,gaming,,desktop,UP
txn_00000141,2025-01-01 17:18:14,payu,card,visa,SBI,6721.15,1,m_0003,travel,,mobile_app,UP
txn_00000072,2025-01-01 17:22:04,razorpay,card,amex,AXIS,7201.17,1,m_0035,gaming,,mobile_web,TN
txn_00000079,2025-01-01 17:22:33,cashfree,card,visa,PNB,2144.61,1,m_0036,gaming,,desktop,GJ
txn_00000101,2025-01-01 17:32:38,payu,upi,,BOB,357.32,1,m_0006,ecomm,,desktop,RJ
txn_00000116,2025-01-01 17:42:14,cashfree,netbanking,,BOB,397.7,1,m_0024,travel,,mobile_app,TN
txn_00000083,2025-01-01 17:57:07,payu,upi,,BOB,7957.66,1,m_0009,ecomm,,mobile_web,UP
txn_00000125,2025-01-01 18:00:00,razorpay,card,amex,PNB,10718.06,1,m_0022,travel,,mobile_web,UP
txn_00000210,2025-01-01 18:14:24,razorpay,card,rupay,KOTAK,3347.15,1,m_0002,travel,,mobile_web,WB
txn_00000106,2025-01-01 18:15:50,payu,upi,,BOB,195.87,1,m_0003,food,,desktop,MH
txn_00000135,2025-01-01 18:26:24,razorpay,upi,,SBI,5676.88,1,m_0031,gaming,,mobile_app,GJ
txn_00000142,2025-01-01 18:26:52,razorpay,upi,,SBI,1025.96,1,m_0017,ecomm,,desktop,RJ
txn_00000129,2025-01-01 18:34:33,cashfree,upi,,IDBI,971.81,1,m_0026,ecomm,,mobile_app,UP
txn_00000088,2025-01-01 18:40:19,razorpay,upi,,HDFC,629.42,1,m_0029,travel,,mobile_web,KA
txn_00000123,2025-01-01 18:42:43,razorpay,upi,,PNB,969.98,1,m_0047,ecomm,,mobile_web,WB
txn_00000130,2025-01-01 18:43:12,cashfree,card,mastercard,AXIS,663.88,1,m_0041,gaming,,desktop,GJ
txn_00000124,2025-01-01 18:51:21,cashfree,card,amex,AXIS,213.24,1,m_0049,gaming,,mobile_app,WB
txn_00000145,2025-01-01 18:52:48,razorpay,upi,,SBI,6524.45,1,m_0029,travel,,mobile_web,KA
txn_00000091,2025-01-01 19:06:14,cashfree,card,mastercard,SBI,1186.99,1,m_0010,travel,,desktop,WB
txn_00000182,2025-01-01 19:12:28,razorpay,upi,,BOB,500.51,1,m_0047,ecomm,,mobile_web,DL
txn_00000197,2025-01-01 19:22:04,cashfree,card,rupay,SBI,604.99,1,m_0020,utilities,,mobile_app,TN
txn_00000114,2025-01-01 19:24:57,cashfree,card,rupay,AXIS,2023.17,1,m_0033,gaming,,mobile_app,KA
txn_00000136,2025-01-01 19:35:02,cashfree,upi,,ICICI,10096.61,0,m_0004,ecomm,declined,mobile_web,MH
txn_00000157,2025-01-01 19:36:28,razorpay,card,amex,KOTAK,2083.95,1,m_0027,utilities,,mobile_app,WB
txn_00000076,2025-01-01 19:56:38,razorpay,upi,,HDFC,2665.77,1,m_0041,food,,mobile_web,GJ
txn_00000146,2025-01-01 20:01:26,razorpay,upi,,ICICI,3965.13,1,m_0005,travel,,desktop,KA
txn_00000147,2025-01-01 20:10:04,razorpay,upi,,ICICI,2511.16,1,m_0025,utilities,,mobile_web,WB
txn_00000099,2025-01-01 20:15:21,razorpay,upi,,AXIS,2602.14,1,m_0028,utilities,,mobile_web,GJ
txn_00000162,2025-01-01 20:19:40,razorpay,upi,,HDFC,3333.73,0,m_0046,food,gateway_error,desktop,WB
txn_00000218,2025-01-01 20:23:31,razorpay,upi,,HDFC,1351.41,1,m_0004,ecomm,,mobile_web,TN
txn_00000069,2025-01-01 20:56:09,razorpay,netbanking,,AXIS,1062.78,1,m_0037,travel,,mobile_web,MH
txn_00000112,2025-01-01 21:07:40,razorpay,upi,,HDFC,73.01,1,m_0039,travel,,mobile_app,DL
txn_00000127,2025-01-01 21:17:16,payu,card,mastercard,HDFC,4651.82,1,m_0045,ecomm,,mobile_app,RJ
txn_00000148,2025-01-01 21:18:43,razorpay,netbanking,,KOTAK,1245.78,1,m_0038,travel,,mobile_web,UP
txn_00000121,2025-01-01 21:25:26,razorpay,netbanking,,BOB,1058.12,1,m_0022,food,,desktop,UP
txn_00000184,2025-01-01 21:29:45,cashfree,card,amex,PNB,780.15,1,m_0034,travel,,mobile_app,RJ
txn_00000164,2025-01-01 21:36:57,cashfree,card,amex,KOTAK,1192.29,1,m_0026,ecomm,,mobile_app,TN
txn_00000179,2025-01-01 21:46:33,cashfree,netbanking,,SBI,11213.76,1,m_0046,food,,mobile_web,GJ
txn_00000117,2025-01-01 21:50:52,payu,upi,,SBI,2424.27,1,m_0043,gaming,,desktop,KA
txn_00000180,2025-01-01 21:55:12,payu,netbanking,,IDBI,1265.36,1,m_0048,ecomm,,desktop,KA
txn_00000154,2025-01-01 22:10:33,razorpay,card,visa,IDBI,3593.53,1,m_0031,utilities,,desktop,GJ
txn_00000168,2025-01-01 22:11:31,cashfree,upi,,BOB,933.0,1,m_0021,utilities,,mobile_app,WB
txn_00000105,2025-01-01 23:07:12,cashfree,card,mastercard,ICICI,164.05,1,m_0001,food,,desktop,MH
txn_00000140,2025-01-01 23:09:36,cashfree,card,visa,KOTAK,694.03,1,m_0037,ecomm,,mobile_web,WB
txn_00000086,2025-01-01 23:23:02,payu,netbanking,,IDBI,3800.09,0,m_0009,travel,timeout,mobile_web,GJ
txn_00000177,2025-01-01 23:29:16,payu,card,mastercard,HDFC,732.2,1,m_0008,utilities,,desktop,DL
txn_00000144,2025-01-01 23:44:09,payu,upi,,KOTAK,6631.39,0,m_0012,utilities,gateway_error,desktop,MH
txn_00000151,2025-01-01 23:44:38,razorpay,netbanking,,KOTAK,2470.19,1,m_0015,ecomm,,mobile_app,DL
txn_00000113,2025-01-02 00:16:19,razorpay,upi,,AXIS,36.63,1,m_0034,utilities,,desktop,KA
txn_00000163,2025-01-02 00:28:19,razorpay,upi,,IDBI,4542.55,1,m_0040,travel,,mobile_web,DL
txn_00000192,2025-01-02 00:38:52,payu,upi,,HDFC,774.81,1,m_0007,utilities,,mobile_web,MH
txn_00000199,2025-01-02 00:39:21,cashfree,upi,,ICICI,3256.62,1,m_0043,utilities,,mobile_web,GJ
txn_00000158,2025-01-02 00:45:07,cashfree,upi,,PNB,501.0,1,m_0047,gaming,,mobile_web,KA
txn_00000110,2025-01-02 00:50:24,razorpay,upi,,KOTAK,56.09,1,m_0012,utilities,,mobile_app,MH
txn_00000173,2025-01-02 00:54:43,cashfree,card,mastercard,IDBI,1509.59,1,m_0028,travel,,desktop,RJ
txn_00000160,2025-01-02 01:02:24,cashfree,card,visa,HDFC,2363.36,1,m_0037,gaming,,mobile_web,GJ
txn_00000167,2025-01-02 01:02:52,cashfree,netbanking,,ICICI,713.3,1,m_0006,gaming,,desktop,UP
txn_00000174,2025-01-02 01:03:21,cashfree,card,visa,AXIS,1717.97,1,m_0039,gaming,,desktop,WB
txn_00000196,2025-01-02 01:13:26,cashfree,card,visa,KOTAK,881.43,1,m_0022,food,,mobile_web,DL
txn_00000190,2025-01-02 01:21:36,cashfree,card,amex,AXIS,4219.23,1,m_0038,ecomm,,mobile_app,RJ
txn_00000143,2025-01-02 01:35:31,payu,upi,,AXIS,1602.18,1,m_0035,utilities,,mobile_web,WB
txn_00000248,2025-01-02 01:42:43,cashfree,card,visa,PNB,2068.13,1,m_0025,gaming,,desktop,WB
txn_00000103,2025-01-02 01:49:55,cashfree,upi,,AXIS,1324.41,1,m_0018,travel,,mobile_web,RJ
txn_00000152,2025-01-02 01:53:16,payu,netbanking,,KOTAK,1710.09,0,m_0033,food,gateway_error,mobile_web,KA
txn_00000230,2025-01-02 02:07:12,cashfree,upi,,BOB,2833.13,1,m_0019,ecomm,,mobile_web,RJ
txn_00000133,2025-01-02 02:09:07,razorpay,card,mastercard,AXIS,700.45,1,m_0006,gaming,,mobile_app,DL
txn_00000245,2025-01-02 02:16:48,razorpay,card,mastercard,HDFC,623.62,1,m_0014,food,,mobile_app,KA
txn_00000107,2025-01-02 02:24:28,payu,card,amex,SBI,3663.21,0,m_0010,travel,bank_error,mobile_app,MH
txn_00000170,2025-01-02 02:28:48,cashfree,upi,,SBI,223.03,1,m_0013,utilities,,mobile_web,UP
txn_00000171,2025-01-02 02:37:26,cashfree,upi,,HDFC,1391.25,1,m_0032,gaming,,desktop,WB
txn_00000246,2025-01-02 03:25:26,cashfree,upi,,KOTAK,351.99,1,m_0038,utilities,,mobile_web,WB
txn_00000156,2025-01-02 03:27:50,payu,card,visa,KOTAK,406.05,1,m_0031,travel,,mobile_web,WB
txn_00000150,2025-01-02 03:36:00,razorpay,netbanking,,BOB,1210.83,1,m_0006,food,,mobile_app,DL
txn_00000187,2025-01-02 03:55:40,payu,card,rupay,IDBI,1795.95,1,m_0002,utilities,,mobile_web,MH
txn_00000194,2025-01-02 03:56:09,payu,upi,,AXIS,454.65,1,m_0026,travel,,desktop,UP
txn_00000201,2025-01-02 03:56:38,razorpay,netbanking,,PNB,1476.5,1,m_0016,utilities,,mobile_app,UP
txn_00000223,2025-01-02 04:06:43,cashfree,upi,,KOTAK,4229.78,1,m_0047,ecomm,,mobile_app,WB
txn_00000126,2025-01-02 04:08:38,cashfree,upi,,PNB,3567.33,1,m_0007,food,,desktop,UP
txn_00000161,2025-01-02 04:11:02,cashfree,card,visa,SBI,413.78,1,m_0009,food,,mobile_web,RJ
txn_00000175,2025-01-02 04:12:00,cashfree,card,mastercard,BOB,794.67,1,m_0034,utilities,,mobile_app,DL
txn_00000189,2025-01-02 04:12:57,payu,upi,,BOB,794.69,1,m_0018,gaming,,mobile_web,UP
txn_00000155,2025-01-02 04:19:12,razorpay,upi,,KOTAK,1526.62,1,m_0015,ecomm,,mobile_app,MH
txn_00000239,2025-01-02 04:24:57,payu,card,visa,BOB,477.16,1,m_0004,food,,desktop,UP
txn_00000191,2025-01-02 04:30:14,payu,netbanking,,PNB,578.01,1,m_0021,gaming,,desktop,UP
txn_00000205,2025-01-02 04:31:12,payu,card,amex,SBI,6177.16,1,m_0007,gaming,,desktop,RJ
txn_00000213,2025-01-02 04:40:19,razorpay,card,mastercard,IDBI,5172.29,0,m_0010,food,timeout,mobile_app,GJ
txn_00000165,2025-01-02 04:45:36,cashfree,upi,,ICICI,1269.45,1,m_0011,food,,mobile_app,RJ
txn_00000249,2025-01-02 04:51:21,razorpay,netbanking,,KOTAK,3746.94,1,m_0046,travel,,mobile_web,MH
txn_00000159,2025-01-02 04:53:45,cashfree,upi,,ICICI,2385.96,0,m_0040,utilities,bank_error,mobile_web,RJ
txn_00000188,2025-01-02 05:04:19,cashfree,card,mastercard,IDBI,745.64,0,m_0029,ecomm,bank_error,mobile_web,UP
txn_00000209,2025-01-02 05:05:45,cashfree,upi,,ICICI,946.9,1,m_0029,ecomm,,mobile_web,RJ
txn_00000244,2025-01-02 05:08:09,cashfree,card,rupay,PNB,1476.04,1,m_0029,food,,desktop,KA
txn_00000272,2025-01-02 05:10:04,payu,card,visa,PNB,1959.32,1,m_0034,gaming,,mobile_app,GJ
txn_00000176,2025-01-02 05:20:38,razorpay,upi,,PNB,64.29,1,m_0001,utilities,,mobile_app,WB
txn_00000149,2025-01-02 05:27:21,razorpay,card,mastercard,IDBI,1443.95,1,m_0017,gaming,,desktop,TN
txn_00000219,2025-01-02 05:32:09,razorpay,upi,,PNB,7150.02,1,m_0045,travel,,mobile_web,MH
txn_00000226,2025-01-02 05:32:38,cashfree,netbanking,,ICICI,2662.28,1,m_0015,food,,desktop,GJ
txn_00000178,2025-01-02 05:37:55,cashfree,upi,,SBI,4022.55,1,m_0034,gaming,,mobile_web,RJ
txn_00000166,2025-01-02 05:54:14,razorpay,netbanking,,SBI,1567.0,1,m_0044,ecomm,,mobile_web,KA
txn_00000139,2025-01-02 06:00:57,cashfree,upi,,IDBI,8604.58,1,m_0020,gaming,,mobile_app,MH
txn_00000195,2025-01-02 06:04:48,payu,upi,,ICICI,4536.22,1,m_0036,ecomm,,desktop,MH
txn_00000169,2025-01-02 06:20:09,cashfree,card,mastercard,ICICI,9276.92,1,m_0020,food,,desktop,DL
txn_00000220,2025-01-02 06:40:48,payu,upi,,ICICI,120.21,0,m_0006,utilities,timeout,desktop,KA
txn_00000207,2025-01-02 06:48:28,razorpay,card,visa,IDBI,2585.9,1,m_0024,travel,,desktop,DL
txn_00000235,2025-01-02 06:50:24,payu,card,visa,BOB,3532.99,1,m_0002,gaming,,desktop,UP
txn_00000153,2025-01-02 07:01:55,payu,card,rupay,IDBI,3769.14,1,m_0004,utilities,,mobile_web,WB
txn_00000181,2025-01-02 07:03:50,payu,upi,,AXIS,2507.62,1,m_0021,gaming,,mobile_app,KA
txn_00000252,2025-01-02 07:17:16,razorpay,upi,,ICICI,2892.45,1,m_0022,utilities,,desktop,TN
txn_00000204,2025-01-02 07:22:33,razorpay,upi,,IDBI,2771.03,0,m_0026,food,gateway_error,desktop,TN
txn_00000198,2025-01-02 07:30:43,payu,upi,,ICICI,4605.47,1,m_0009,gaming,,desktop,UP
txn_00000262,2025-01-02 07:43:40,cashfree,card,mastercard,ICICI,2396.72,0,m_0008,travel,declined,desktop,KA
txn_00000172,2025-01-02 07:46:04,cashfree,card,amex,ICICI,2451.91,1,m_0001,gaming,,mobile_web,RJ
txn_00000228,2025-01-02 07:49:55,razorpay,upi,,BOB,621.74,1,m_0040,ecomm,,desktop,TN
txn_00000222,2025-01-02 07:58:04,payu,netbanking,,IDBI,13200.12,1,m_0017,travel,,desktop,MH
txn_00000216,2025-01-02 08:06:14,payu,upi,,ICICI,45.09,1,m_0024,ecomm,,mobile_web,DL
txn_00000300,2025-01-02 08:12:00,payu,card,visa,ICICI,1196.78,1,m_0035,food,,mobile_web,KA
txn_00000241,2025-01-02 08:42:14,cashfree,upi,,PNB,4783.37,0,m_0047,ecomm,declined,mobile_app,RJ
txn_00000186,2025-01-02 08:47:02,cashfree,upi,,AXIS,5071.26,1,m_0017,food,,mobile_app,TN
txn_00000221,2025-01-02 08:49:26,cashfree,netbanking,,IDBI,2484.13,1,m_0009,gaming,,desktop,KA
txn_00000208,2025-01-02 08:57:07,cashfree,upi,,BOB,321.19,1,m_0023,gaming,,desktop,RJ
txn_00000215,2025-01-02 08:57:36,payu,upi,,AXIS,846.52,1,m_0037,travel,,mobile_app,GJ
txn_00000202,2025-01-02 09:05:16,cashfree,netbanking,,SBI,3294.02,1,m_0006,gaming,,desktop,UP
txn_00000224,2025-01-02 09:15:21,cashfree,upi,,BOB,5632.62,1,m_0028,ecomm,,mobile_web,WB
txn_00000193,2025-01-02 09:47:31,payu,card,amex,HDFC,4552.05,1,m_0046,gaming,,mobile_app,GJ
txn_00000243,2025-01-02 09:59:31,cashfree,netbanking,,BOB,1162.38,1,m_0011,utilities,,mobile_web,DL
txn_00000250,2025-01-02 10:00:00,razorpay,card,rupay,HDFC,45.06,0,m_0003,travel,declined,mobile_web,UP
